Región,Comuna,Latitude,Longitude,Razón social,Nombre de Establecimiento,Rubro,ID Establecimiento,Generación Residuos Peligrosos ton/año (2016),Emisión al aire año ton/año (2016),Emisión CO2 ton/año (2016),Emisión NOX ton/año (2016),Emisión SO2 ton/año (2016),"Emisión MP2,5 ton/año (2016)",Emisión MP 10 ton/año (2016),Generación de residuos no peligrosos ton/año 2016,Destinatario de residuos no peligrosos ton/año (2016)
Metropolitana de Santiago,Santiago,-33.47254368,-70.63232427,COMERCIALIZADORA ARENYS FOOD  LIMITADA,OFICINAS CUK,0,5471660,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47249336,-70.64838922,BANCO DE CREDITO E INVERSIONES,"BANCO DE CRÉDITO E INVERSIONES, SUCURSAL  SAN DIEGO",Otras actividades,5463669,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,San Joaquín,-33.47248192,-70.62398346,MEGALUX (CHILE)S.A.,MEGALUX,Industria manufacturera,5457864,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47245871,-70.64216882,CENCOSUD RETAIL S.A.,SISA 602,Comercio,4527186,-,17.0352,17.0352,0,0,0,0,125.19,-
Metropolitana de Santiago,Peñalolén,-33.4724367,-70.53774452,RENDIC HERMANOS S A,LAS PARCELAS,Comercio,321355,-,360.215424,360.215424,0,0,0,0,52.53,-
Metropolitana de Santiago,Estación Central,-33.47238947,-70.69222649,SERVICIO DE SALUD METROPOLI CENTRAL DIRECCION DE            ATENCION PRIMARIA,CESFAM Y SAPU LOS NOGALES,Otras actividades,5458248,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47237469,-70.63488217,SUCESION ANTONIO NOVOA DA CAL,PANADERIA FRANKLIN,Producción de alimentos,5459567,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47230835,-70.58726415,EKONO LIMITADA,EKONO  MONCKEBERG,Comercio,5469003,-,-,-,-,-,-,-,10.43,-
Metropolitana de Santiago,Santiago,-33.47227683,-70.64839588,BANCO DE CHILE,BANCO CHILE - SAN DIEGO,Otras actividades,4586641,-,1.022112,1.022112,0,0,0,0,-,-
Metropolitana de Santiago,Santiago,-33.47216378,-70.6317253,AGRICOLA Y FORESTAL BAGARO LTDA,BARRACA DE MADERAS,Industria agropecuaria y silvicultura,5466601,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.47209405,-70.71046002,0,PANADERIA YELCHO,Producción de alimentos,7986,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47209064,-70.64747769,INDUSTRIA DE ALIMENTOS DOS EN UNO SOCIEDAD ANONIMA,PLANTA 1 ARAUCO 1050,Producción de alimentos,996,-,0,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.47204763,-70.55519191,SOC DE RENTAS FALABELLA S A,OP TOBALABA,Comercio,5467557,-,0,-,-,-,-,-,22.75,-
Metropolitana de Santiago,San Joaquín,-33.47201447,-70.62524451,VINA VALDIVIESO S A,VIÑA VALDIVIESO,Industria agropecuaria y silvicultura,1618,-,0,-,-,-,-,-,96.2,-
Metropolitana de Santiago,Santiago,-33.47199168,-70.63109795,0,SANTIAGO CERFOGLI,Otras actividades,5462943,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47198514,-70.63364813,INVERSIONES ESCAZU CHILE SPA,INVERSIONES ESCAZU CHILE SPA,0,5473087,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Maipú,-33.47192357,-70.75935255,ADMINISTRADORA DE SUPERMERCADOS HIPER LIMITADA,LIDER  VESPUCIO  MAIPU,Comercio,246239,-,2213.606016,2213.606016,0,0,0,0,23875.15,-
Metropolitana de Santiago,Peñalolén,-33.47191601,-70.56278676,ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN,ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN,Municipio,4085307,-,-,-,-,-,-,-,120912.7,-
Metropolitana de Santiago,Santiago,-33.47186946,-70.63010567,MEDITERRANEO AUTOMOTORES S A,DYP FRANKLIN,Otras actividades,5463498,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47186698,-70.65411282,SALESIANOS IMPRESORES SA,SALESIANOS IMPRESORES SA,Otras actividades,991,18.602,-,-,-,-,-,-,479.72,-
Metropolitana de Santiago,Santiago,-33.47185814,-70.65342396,NEPHROCARE CHILE S A,NEPHROCARE RONDIZZONI,Otras actividades,5466202,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47173094,-70.65281895,GERMAN CARTER E HIJOS LTDA,GERMAN CARTER E HIJOS LTDA,Otras actividades,3949909,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47171727,-70.64842832,BANCO SANTANDER CHILE,SAN DIEGO,Otras actividades,4586716,-,3.255026052,3.255026052,0,0,0,0,-,-
Metropolitana de Santiago,Santiago,-33.47151921,-70.64840305,CONFECCIONES CUBILLOS S.P.A,CONFECCIONES CUBILLOS SPA,Otras actividades,927,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47151271,-70.66239179,SOC DE MANTENCION CONSERVACION Y REPARACION S.A,CASA MATRIZ SANTIAGO,Otras actividades,5463236,0.053,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47151271,-70.66239179,SOC DE MANTENCION CONSERVACION Y REPARACION S.A,CASA MATRIZ SANTIAGO,Otras actividades,5467596,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47150359,-70.59865592,COMUNIDAD CONDOMINIO LAS PALMAS DE MACUL,COMUNIDAD EDIFICIO LAS PALMAS DE MACUL,Otras actividades,5461419,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47147858,-70.62002631,BALFOUR BEATTY CHILE SA,BALFOUR BEATTY CHILE SA,Otras actividades,5457607,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47145464,-70.61079315,VECTOR SERVICIOS Y ASESORIAS S A,VECTOR,Otras actividades,1213489,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47141489,-70.6317543,LABORATORIO COSMETICO COLORBEL S.A,LABORATORIO COSMETICO COLORBEL S.A,0,318353,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47141398,-70.59861123,SOCIEDAD ODONTOLOGICA UNO DENTAL TREINTA Y TRES SPA,UNO SALUD MACUL,0,5473482,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.4713834,-70.64844352,BANCO SANTANDER CHILE,FRANKLIN,Otras actividades,4207119,-,3.201254784,3.201254784,0,0,0,0,-,-
Metropolitana de Santiago,Santiago,-33.47130065,-70.63494808,OXIFRIO INGENIEROS LTDA,OXIFRIO INGENIEROS LIMITADA,Construcción e inmobiliarias,5468383,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47129271,-70.62732937,0,MADERERA SAN ANTONIO LTDA,Industria manufacturera,5465882,-,-,-,-,-,-,-,158,-
Metropolitana de Santiago,Maipú,-33.47125643,-70.75997393,0,ESTACION DE SERVICIO GASTON POZO,Combustibles,232045,5.989,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47123951,-70.6293191,EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A,PIQUE CONSTRUCCION PORTUGAL,Transporte,5462657,-,-,-,-,-,-,-,48,-
Metropolitana de Santiago,San Joaquín,-33.47123643,-70.62405707,CHAJTUR,F 653 VICUÑA MACKENNA,Otras actividades,5459424,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47120242,-70.63008241,IMPRESOS CONO SUR SPA,IMPRESOS CONO SUR SPA,0,5474445,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47120191,-70.60594615,ESTUDIOS Y PROYECTOS HUELLA DE CARBONO LIMITADA,HUELLA DE CARBONO CHILE,0,5471820,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47119951,-70.62067752,TEXTIL COHEN Y GOMBEROFF LIMITADA,TEXTIL COHEN Y GOMBEROFF LIMITADA,Otras actividades,5467448,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47118814,-70.61117561,COLORAMA S A,COLORAMA SA,0,5473547,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.4711474,-70.6031904,SERVICIOS Y PROYECTOS AMBIENTALES S A,SERPRAM,Otras actividades,5452315,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47111001,-70.64526396,TELEFONICA CHILE S.A.,CHILOE,Otras actividades,10094,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47101394,-70.65316043,BEST HOUSE S A I C PRODUCTOS PARA BEBES,OFICINA CENTRAL,0,5471119,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47096737,-70.64785457,INMOBILIARIA GENERAL GANA S.A,TORRE MAYOR,Construcción e inmobiliarias,5463526,2.695,-,-,-,-,-,-,3520,-
Metropolitana de Santiago,Ñuñoa,-33.47096165,-70.61817662,PLASTICOS EROFLEX S A,PLASTICOS EROFLEX S A,Industria manufacturera,320611,210.731,-,-,-,-,-,-,289.48,-
Metropolitana de Santiago,Ñuñoa,-33.47088009,-70.61544189,GTD TELEDUCTOS S A,CENTRO DE DISTRIBUCION GUILLERMO MANN,0,5471189,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Maipú,-33.47086649,-70.73647614,NEPHROCARE CHILE S A,NEPHROCARE ALFADIAL,Otras actividades,5466476,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47083796,-70.66092622,COMUNIDAD EDIFICIO RONDIZZONI,COMUNIDAD EDIFICIO RONDIZZONI,Otras actividades,5400990,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.4708336,-70.68794584,CEM S A,CEM S.A.,Industria manufacturera,1915,9.636,16.06176,16.06176,0,0,0,0,521.03,-
Metropolitana de Santiago,Ñuñoa,-33.47078982,-70.61613966,TRANSFORMADORES CH S A,TRANSFORMADORES CH SA,Industria manufacturera,5459219,1.16,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47077609,-70.67356868,SU BUS CHILE S A,TERMINAL DE BUSES SAN ALFONSO,Transporte,5452922,80.799,-,-,-,-,-,-,202.87,-
Metropolitana de Santiago,Ñuñoa,-33.47070393,-70.61442712,TELEFONICA CHILE S.A.,ESTADIO NACIONAL,Otras actividades,4590883,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.47068915,-70.57634479,PALMA,F 115 AMERICO VESPUCIO,Otras actividades,5459776,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47053841,-70.6007688,MARCOS ALARCON Y COMPANIA LIMITADA,INSTRUVALVE,Otras actividades,5466718,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.47051566,-70.6647831,SALINAS Y FABRES SOCIEDAD ANONIMA,SALINAS Y FABRES S.A.,Comercio,8678,37.48,-,-,-,-,-,-,99.16,-
Metropolitana de Santiago,Maipú,-33.4704521,-70.73580073,VILLANUEVA Y CLARK LIMITADA,VILLANUEVA Y CLARK LIMITDA,Combustibles,5468384,13.9,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.47043833,-70.53817193,TELEFONICA CHILE S.A.,LO HERMIDA,0,4590890,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.4703011,-70.54846753,FE GRANDE MAQUINARIAS Y SERVICIOS S A,FE GRANDE MAQUINARIAS Y SERVICIOS S A,Otras actividades,5458558,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.47027957,-70.62619133,SINERGIA INMOBILIARIA S.A.,JARDINES DE VICUÑA MACKENNA,Construcción e inmobiliarias,5467535,-,-,-,-,-,-,-,690,-
Metropolitana de Santiago,Peñalolén,-33.47027405,-70.54846705,MELON HORMIGONES S.A.,PEÑALOLEN,Industria manufacturera,11067,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.47023893,-70.5483911,LOGISTICA INDUSTRIAL S A,CENTRO DE DISTRIBUCION,0,5473789,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.47023785,-70.54847717,READY MIX CENTRO S A,READY MIX PLANTA PEÑALOLEN,Industria manufacturera,5466859,-,-,-,-,-,-,-,12.31,-
Metropolitana de Santiago,Peñalolén,-33.47022022,-70.54844457,SOC PETREOS S A,PLANTA PEÑALOLEN,Industria manufacturera,5452915,-,141.9372864,141.9372864,0,0,0,0,19834,-
Metropolitana de Santiago,Maipú,-33.47015868,-70.76170565,BUSES METROPOLITANA S A,LOS NOGALES,Transporte,5467696,0.1,-,-,-,-,-,-,21.99,-
Metropolitana de Santiago,Santiago,-33.47011844,-70.64997984,COMERCIAL Y SERVICIOS GENOVA LIMITADA,COMERCIAL Y SERVICIOS GENOVA LIMITADA,Combustibles,5459862,1.82,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Maipú,-33.47002645,-70.75067372,EKONO LIMITADA,EKONO EL DESCANSO,Comercio,5468968,-,-,-,-,-,-,-,16.99,-
Metropolitana de Santiago,Santiago,-33.47001082,-70.64993476,COMERCIAL Y SERVICIOS C & S LIMITADA,COMERCIAL Y SERVICIOS C Y S LIMITADA,0,5472920,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46996653,-70.65595978,BUSES VULE S.A.,RECURSOS HUMANOS CENTRAL,Transporte,5458173,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46995921,-70.57771969,SAUVALLE,JAIME ANTONIO SAUVALLE DONOSO,Otras actividades,5464590,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.46988525,-70.55287201,ABARROTES ECONOMICOS S.A.,SUPER BODEGA ACUENTA ORIENTALES,Comercio,3422708,-,1082.681165,1082.681165,0,0,0,0,67305.42,-
Metropolitana de Santiago,Santiago,-33.469871,-70.62708758,INDUSTRIAS PRODUCTOS ALIMENTICIOS SA,INDUSTRIAS PRODUCTOS ALIMENTICIOS SA,0,5471829,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46985287,-70.6387301,IMPRESORA OPTIMA S A,IMPRESORA OPTIMA S.A.,Otras actividades,994,1.805,-,-,-,-,-,-,6.127,-
Metropolitana de Santiago,Santiago,-33.46975252,-70.62718221,INDUSTRIAS PRODUCTOS ALIMENTICIOS SA,INDUSTRIAS PRODUCTOS ALIMENTICIOS S.A.,Producción de alimentos,1870675,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Maipú,-33.46967122,-70.75792972,INMOBILIARIA EL DESCANSO S.A.,EL DESCANSO,0,5473313,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.46964752,-70.57457194,CENCOSUD RETAIL S.A.,SISA 736,Comercio,4326704,-,31.15008,31.15008,0,0,0,0,221.23,-
Metropolitana de Santiago,Santiago,-33.46961854,-70.64620421,VM ARQUITECTURA & DISENO LIMITADA,VM ARQUITECTURA Y DISEÑO LIMITADA,Industria manufacturera,5469722,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46960838,-70.64221189,AUTOMOTRIZ MAVELUGE LIMITADA,AUTOMOTRIZ MAVELUGE,Comercio,5462336,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46959382,-70.67830204,CINTAC S.A.I.C.,CENTRO DE ATENCION AL CLIENTE EXPOSICION,Otras actividades,5470410,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Peñalolén,-33.46954987,-70.52907423,MORENO JARPA Y COMPANIA LIMITADA,PLANTA SELECCION Y ACOPIO RESIDUOS RECICLABLES ASIMILABLES A DOMESTICOS,Comercio,5466902,-,-,-,-,-,-,-,-,254.025
Metropolitana de Santiago,Pudahuel,-33.4695009,-70.73095042,DOMINGUEZ,PANADERIA SAN MANUEL,Producción de alimentos,7715,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46945978,-70.67354337,COMERCIAL KIMBER SOCIEDAD ANONIMA,KIMBERFORT,Comercio,79080,-,0,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46943347,-70.59203245,RENDIC HERMANOS S A,IGNACIO CARRERA PINTO,Comercio,374254,-,881.8591872,881.8591872,0,0,0,0,76.21,-
Metropolitana de Santiago,Santiago,-33.46933397,-70.62746492,PRODUCTORA GRAFICA ANDROS LIMITADA,PRODUCTORA GRÁFICA ANDROS LTDA,Otras actividades,5468320,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46932643,-70.67673663,ALBIA S.A,ALBIA SA,Otras actividades,2921850,-,0,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46931916,-70.60020835,INMOBILIARIA SENIORS S A, SENIOR SUITES LAS ENCINAS,0,5475203,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46929124,-70.6511478,COCALAN ALIMENTOS S A,COCALAN ALIMENTOS,Producción de alimentos,4410,-,-,-,-,-,-,-,17.06,-
Metropolitana de Santiago,Santiago,-33.46914146,-70.62907538,AUTOMOTRIZ RAFAEL ANTONIO BRAVO REBOLLEDO EIRL,AUTOMOTRIZ RAFAEL ANTONIO BRAVO REBOLLEDO EIRL,Comercio,5469516,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46913447,-70.70468817,RENDIC HERMANOS S A,LAS REJAS,Comercio,374255,-,350.3009376,350.3009376,0,0,0,0,74.26,-
Metropolitana de Santiago,Quilicura,-33.46912422,-70.64199831,VARAS,DAVID VARAS SORIA,0,5452702,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Quilicura,-33.46912422,-70.64199831,DESARROLLOS TECNOLOGICOS SOCIEDAD ANONIMA,DESARROLLOS TECNOLOGICOS SA,Industria manufacturera,4072,2.6,-,-,-,-,-,-,424.33,-
Metropolitana de Santiago,Ñuñoa,-33.46904439,-70.59913801,IMPRENTA MINERVA LTDA,IMPRENTA MINERVA LTDA.,Otras actividades,1423,1.982,-,-,-,-,-,-,0.54,-
Metropolitana de Santiago,Ñuñoa,-33.46901778,-70.60329107,CORP MUNICIPAL DE DESARROLLO SOCIAL DE NUNOA,CESFAM ROSITA RENARD,Otras actividades,5461741,0.132,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.4690094,-70.64113531,CENCOSUD RETAIL S.A.,X974 OFICIAS JHONSONS NUBLE,Comercio,5465538,-,43.8048,43.8048,0,0,0,0,-,-
Metropolitana de Santiago,Santiago,-33.46900136,-70.62738338,COMERCIAL R & G Y CIA. LIMITADA,COMERCIAL R Y G Y CIA LTDA,Comercio,5469175,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46891855,-70.6755559,SOC COMERCIAL HENRIQUEZ HERMANOS LIMITADA,CASA DEL TECLE,Comercio,2416553,6.04,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Maipú,-33.46890807,-70.76783512,"SERVICIOS LOGISTICOS DE ALMACENAJE,TRANSPORTE Y
            DISTRIBUCION EN FRIO L",LUNIEN S A,Transporte,5466723,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46886919,-70.67920269,CIA MOLINERA SAN CRISTOBAL S A,CIA MOLINERA SAN CRISTOBAL S.A.,Otras actividades,4592375,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.4686718,-70.68842042,SOC CONCESIONARIA AUTOPISTA CENTRAL S A,AUTOPISTA CENTRAL,Otras actividades,5441508,-,3.4751808,3.4751808,0,0,0,0,-,-
Metropolitana de Santiago,Ñuñoa,-33.468664,-70.62629027,COMERCIAL ROSSELOT LIMITADA,VICUÑA MACKENNA,Comercio,5466786,2.24,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46865467,-70.64544352,FARIAS Y COMPANIA LIMITADA,FARIAS Y CIA LTDA,Otras actividades,5402153,-,0,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46862557,-70.62921637,I MUNICIPALIDAD DE SANTIAGO,DIRECCION DE MANTENIMIENTO DE LA MUNICIPALIDAD DE,Otras actividades,5310,5.8,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46858667,-70.6259983,EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A,PIQUE ESTACION ÑUBLE,Transporte,5462643,0.385,-,-,-,-,-,-,520.57,-
Metropolitana de Santiago,Santiago,-33.46858484,-70.66350874,OFICINA NACIONAL DE EMERGENCIA DEL MINIS,OFICINA NIVEL CENTRAL ONEMI,Otras actividades,5457634,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46858484,-70.66350874,SOC COMERCIAL ITAHUE LTDA,SOCIEDAD COMERCIAL ITAHUE LTDA,Comercio,386071,1.9,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46856023,-70.69856513,COASIN INSTALACIONES LIMITADA,COASIN INSTALACIONES,Otras actividades,5466672,2.93,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.46855591,-70.73275009,0,ABARCARS,Otras actividades,5468067,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46854878,-70.59840796,COMUNIDAD EDIFICIO PARQUE LAS ENCINAS,COMUNIDAD EDIFICIO PARQUE LAS ENCINAS,0,1066598,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46853741,-70.65357609,SERVICIOS GRAFICOS MORIS LIMITADA,SERVICIOS GRAFICOS MORIS LTDA,Otras actividades,5465049,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46853741,-70.65357609,SERVICIOS GRAFICOS  VEMOGRAF LIMITADA,SERVICIOS GRAFICOS VEMOGRAF LTDA,Otras actividades,5465089,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46852076,-70.64873364,DANIEL ROJAS Y COMPANIA LIMITADA,GLASSALUM,Comercio,5466092,-,-,-,-,-,-,-,21.75,-
Metropolitana de Santiago,Estación Central,-33.46849243,-70.70022088,TRANSPORTES ANDES MAR CHILE LIMITADA,ANDESMAR CHILE LIMITADA,0,5470890,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46848133,-70.7238715,PATRICIO HIDALGO SOCIEDAD ANONIMA,PATRICIO HIDALGO S A,Otras actividades,5459618,-,0,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46846678,-70.65143345,NUNEZ Y VERA LIMITADA,MAESTRANZA CYLINDER,Industria manufacturera,5464903,0.9,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46843015,-70.73142409,SUPERMERCADOS MONTSERRAT S.A.C.,SUPERMERCADO MONTSERRAT SAC,Comercio,322781,-,-,-,-,-,-,-,529.57,-
Metropolitana de Santiago,Estación Central,-33.46843015,-70.73142409,0,SERVICAR,Otras actividades,5459756,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46835269,-70.59332546,UNIVERSIDAD DE CHILE,CAMPO DEPORTIVO JUAN GÓMEZ MILLAS,0,5472341,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Maipú,-33.46825092,-70.7620544,ADMINISTRADORA DE SUPERMERCADOS HIPER LIMITADA,LIDER OESTE,Comercio,246088,-,1315.945008,1315.945008,0,0,0,0,207.73,-
Metropolitana de Santiago,Maipú,-33.46823875,-70.75018584,0,GABRIEL ADONAY NAVARRETE OSSES,Transporte,1117386,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46820703,-70.63975363,SOC ASE MAQ SOCIEDAD ANONIMA,SOCIEDAD ASEMAQ SA,Otras actividades,3881361,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46811296,-70.72247615,COMERCIAL KAUFMANN S A,COMERCIAL LAS PARCELAS,Comercio,5881,-,0,0,0,0,0,0,-,-
Metropolitana de Santiago,Estación Central,-33.46810514,-70.72238991,"SOCIEDAD COMERCIALIZADORA DE DESECHOS METALICOS Y
            PAPELES RECICLOM LIM",SOCIEDAD COMERCIALIZADORA DE DESECHOS METALICOS Y PAPELES RECICLOM LIM,Comercio,5462541,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.4680949,-70.68575146,INDUSTRIAS CERESITA S A,INDUSTRIAS CERESITA,Industria manufacturera,83547,839.048,32061.85937,32061.85937,0,0,0,0,157.72,-
Metropolitana de Santiago,Estación Central,-33.46808053,-70.68548218,GOMPLAS SPA,GOMPLAS SPA,0,5471178,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.4680705,-70.66353119,INDUSTRIA OPTICA RODENSTOCK CHILE  S A,INDUSTRIA OPTICA RODENSTOCK CHILE SA,Industria manufacturera,5460704,2.676,4.088448,4.088448,0,0,0,0,92.09,-
Metropolitana de Santiago,Santiago,-33.46803596,-70.64109544,COMERCIAL JULIO ALBERTO LAVIN DIAZ E.I.R.L.,COMERCIAL JULIO A LAVIN NDIAZ EIRL,0,375539,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46801829,-70.68541642,ECOENGRANAJE SPA,ECOENGRANAJE SPA,0,5473840,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46800381,-70.68648139,COMERCIAL NUJESU LIMITADA,TALLER PEDRO ANTONIO GONZALEX,Comercio,5463815,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Estación Central,-33.46796039,-70.68569506,SERVICIOS PUBLICITARIOS PUBLIVISION LIMITADA,CASA MATRIZ,0,5473754,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46788003,-70.62624334,CONSORCIO PERIODISTICO DE CHILE S A COPESA,CONSORCIO PERIODISTICO DE CHILE S.A. (2),Otras actividades,11648,210.149,0,0,0,0,0,0,2001.1,-
Metropolitana de Santiago,Santiago,-33.46785241,-70.62628587,PRIMSER SA,PRIMSER SA,Otras actividades,5462862,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.46778749,-70.73159423,ADMINISTRADORA DE FRANQUICIAS CARRASCO Y COMPANIA LIMITADA,PAJ,Otras actividades,5394,-,-,-,-,-,-,-,103.7,-
Metropolitana de Santiago,Ñuñoa,-33.46768328,-70.5808097,PALMA,F 136 GRECIA,Otras actividades,5458863,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46765006,-70.6504603,ARRENDAMIENTO DE EQUIPOS DE CONSTRUCCION ARREQUIP LTDA,ARREQUIP LTDA.,Otras actividades,4590660,3.05,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.46762942,-70.66481398,CONDOMINIO PARQUE CLUB HIPICO,CONDOMINIO PARQUE CLUB HIPICO,Otras actividades,8219,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Ñuñoa,-33.46759752,-70.61820016,INDUSTRIAL Y COMERCIAL RECOLETA LTDA,INDUSTRIAL Y COMERCIAL RECOLETA LTDA,Comercio,5461528,-,-,-,-,-,-,-,-,-
