Región,Comuna,Latitude,Longitude,Razón social,Nombre de Establecimiento,Rubro,ID Establecimiento,Generación Residuos Peligrosos ton/año (2016),Emisión al aire año ton/año (2016),Emisión CO2 ton/año (2016),Emisión NOX ton/año (2016),Emisión SO2 ton/año (2016),"Emisión MP2,5 ton/año (2016)",Emisión MP 10 ton/año (2016),Generación de residuos no peligrosos ton/año 2016,Destinatario de residuos no peligrosos ton/año (2016)
Antofagasta,Antofagasta,-23.6921932,-70.42124273,AGUAS DE ANTOFAGASTA S A,PTAS REGIMIENTOS,Gestor de residuos,5461563,-,1.0902528,1.0902528,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.69001796,-70.28033814,EMPRESA PORTUARIA ANTOFAGASTA,ANTEPUERTO PORTEZUELO,Transporte,5401334,-,739.4985,739.4985,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.68960304,-70.42007715,REGIMIENTO LOGISTICO N 1 TOCOPILLA,REGIMIENTO LOGISTICO TOCOPILLA,Otras actividades,5465574,4.5,-,-,-,-,-,-,-,-
Antofagasta,San Pedro Atacama,-23.68790037,-68.07854086,REMAVESA S A,PEINE,0,5474805,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.68710295,-70.4090476,SOCIEDAD DE SERVICIOS EBANOS LIMITADA,EBANOS LTDA,Transporte,5469055,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.68572362,-70.41373971,INVERSIONES VISTA NORTE SOCIEDAD ANONIMA,ENJOY ANTOFAGASTA,Otras actividades,5462357,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.68215305,-70.41411312,SOCIEDAD CONCESIONARIA AUTOPISTAS DE ANTOFAGASTA S.A.,AREA DE SERVICIOS RUTA 1,Construcción e inmobiliarias,245906,-,1184.048611,1184.048611,0,0,0,0,22.4,-
Antofagasta,Antofagasta,-23.67916478,-70.41005086,COMERCIALIZADORA Y DISTRIBUIDORA FACI LIMITADA,ESTACION DE SERVICIOS 10122,Gestor de residuos,5459792,23.55,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.67913983,-70.40981526,UNIVERSIDAD CATOLICA DEL NORTE,UNIVERSIDAD CATOLICA DEL NORTE,Otras actividades,862114,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.67885733,-70.41306767,ALTO DEL SOL S.A.,HOTEL ALTO DEL SOL COSTANERA,Otras actividades,5466585,-,0,0,0,0,0,0,1.66,-
Antofagasta,Antofagasta,-23.67881734,-70.40952743,CENCOSUD RETAIL S.A.,JUMBO ANGAMOS,Comercio,5464312,-,33.09696,33.09696,0,0,0,0,431.733,-
Antofagasta,Antofagasta,-23.67800831,-70.40911673,EASY S A,E534 EASY ANTOFAGASTA,Comercio,5465498,-,54.51264,54.51264,0,0,0,0,43.868,-
Antofagasta,Antofagasta,-23.67688854,-70.40712402,EMPRESA DE TRANSPORTES GRANVIA LIMITADA,RADIO TAXI GRANVIA,0,5473975,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.67571477,-70.40809198,ALTO DEL SOL S.A.,HOTEL ALTO DEL SOL ANGAMOS,Otras actividades,5466586,-,0,-,-,-,-,-,0.538,-
Antofagasta,Antofagasta,-23.67547123,-70.40805996,RENDIC HERMANOS S A,GRAN VIA,Comercio,4588179,-,2.044224,2.044224,0,0,0,0,362.581,-
Antofagasta,Antofagasta,-23.67532642,-70.39812562,0,GILBERTO DURAN PEREZ,Transporte,5458689,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.67484262,-70.40368988,RENDIC HERMANOS S A,LA TORRE,Comercio,362100,-,2.044224,2.044224,0,0,0,0,115.45,-
Antofagasta,Antofagasta,-23.67310576,-70.40600495,TELEFONICA CHILE S.A.,ANTOFAGASTA 4,Otras actividades,5464067,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.67220516,-70.407721,TELEVISION NACIONAL DE CHILE,RED ANTOFAGASTA,0,5472532,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.67211557,-70.4076416,DICTUC S.A.,DICTUC TRIBOLOGÍA,Otras actividades,5463258,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.67185572,-70.40642299,BANCO DEL ESTADO DE CHILE,SUCURSAL ANGAMOS,Otras actividades,103474,-,0.48672,0.48672,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.6702958,-70.40715147,BAHAMONDES,CESAR ENRIQUE BAHAMONDES URRUTIA,Comercio,5468869,-,-,-,-,-,-,-,17.64,-
Antofagasta,Antofagasta,-23.67000812,-70.40003002,EMPRESA DE TRANSPORTES MULTITRANSPORT LIMITADA,TRANSPORTES MULTITRANSPORT,0,5452097,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66990737,-70.40018583,EMPRESA DE TRANSPORTES MULTITRANSPORT LIMITADA,MULTITRANSPORT LIMITADA,Transporte,5442384,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66750212,-70.40052298,"HOSPITAL MILITAR DEL NTE DEL CIRUJANO JEFE DEL EJERCITO
            DR J M OJEDA O",HOSPITAL MILITAR DEL NORTE,Otras actividades,5264,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66663933,-70.39906269,CLAPS,ESTACION DE SERVICIO COPEC GERARDO CLAPS SANCHEZ,Combustibles,2504983,60.65,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66626631,-70.4053533,BIONET S.A.,BIONET ANTOFAGASTA,0,5474651,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66608607,-70.40531216,ASOC CHILENA DE SEGURIDAD,ASOCIACION CHILENA DE SEGURIDAD,Otras actividades,5318,-,6.132672,6.132672,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.66528819,-70.39867574,KOSCICA HERMANOS LIMITADA,F 50 ARGENTINA,Otras actividades,5459425,-,5.7238272,5.7238272,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.66477649,-70.39833694,0,MECANICA PLAZA,Otras actividades,2186367,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66469126,-70.40376774,AGUAS DE ANTOFAGASTA S A,PEAS SUR,Gestor de residuos,5461568,-,14.5821312,14.5821312,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.66282153,-70.38675674,SOC INGENIERIA CONSTRUCCION Y MAQUINARIA SPA,SICOMAQ CONSTRUCCION OBRAS ALUVIONALES QUEBRADA URIBE,0,5473508,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66258406,-70.40110787,CENTRO DENTAL ANGAMOS LTDA.,CENTRO DENTAL ANGAMOS,Otras actividades,5468730,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66256623,-70.40307835,MUTUAL DE SEGURIDAD CAMARA CHILENA DE LA CONSTRUCCION,MUTUAL DE SEGURIDAD C.CH.C,Otras actividades,5401277,0.061,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66212513,-70.39892641,EBCO S A,OFICINA NORTE,Otras actividades,5468618,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66153392,-70.4013908,BANCO DE CREDITO E INVERSIONES,"BANCO DE CRÉDITO E INVERSIONES, SUCURSAL  AV. BRASIL",Otras actividades,5463590,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.66150151,-70.40197872,RENDIC HERMANOS S A,PARQUE,Comercio,4414971,-,3.6796032,3.6796032,0,0,0,0,550.07,-
Antofagasta,Antofagasta,-23.6605053,-70.4012916,BANCO SANTANDER CHILE,AVENIDA BRASIL ANTOFAGASTA,Otras actividades,5440897,-,2.044224,2.044224,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.66013079,-70.39575804,SERVICIO DE SALUD ANTOFAGASTA HOSPITAL L,HOSPITAL REGIONAL DE ANTOFAGASTA DR LEONARDO GUZMAN,Otras actividades,5278,33.499,-,-,-,-,-,-,2986.28,-
Antofagasta,Antofagasta,-23.65968675,-70.40192995,ACCOR CHILE S A,HOTEL IBIS ANTOFAGASTA,Otras actividades,5462936,-,4.0482,4.0482,0,0,0,0,26.277,-
Antofagasta,Antofagasta,-23.65940861,-70.39773082,PRESTACION DE SERVICIOS GENERALES LIMITADA,PRESTACION DE SERVICIOS GENERALES,0,300509,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65904717,-70.39474652,SERVICIO MEDICO LEGAL,SERVICIO MÉDICO LEGAL ANTOFAGASTA,Otras actividades,5442031,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65586115,-70.39754605,SOCIEDAD VELEZ Y COMPANIA LIMITADA,F 15  21 DE MAYO,Otras actividades,5457820,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65547489,-70.40231642,RIOS Y RANZETTA COMPANIA LIMITADA,MOTOSPORT,Comercio,5467504,0.6,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65524914,-70.3902847,VTR GLOBAL COM S.P.A.,GN4 ANTOFAGASTA,Otras actividades,5461816,-,151.1362944,151.1362944,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.65522038,-70.39850002,KDM INDUSTRIAL S.A,SSCC ANTOFAGASTA,Gestor de residuos,5464035,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65471672,-70.40226912,SAAM S.A.,AGENCIA ANTOFAGASTA,Otras actividades,83872,6.1,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65471672,-70.40226912,IAN TAYLOR CHILE S.A.,AGENCIA ANTOFAGASTA,Transporte,5442642,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65464733,-70.3989547,"SOCIEDAD DE HISTOPATOLOGIA Y CITODIAGNOSTICO DR.
            AGUIRRE LIMITADA",LABORATORIO CITONET LTDA,Otras actividades,5463331,0.595,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65440121,-70.39419725,CENCOSUD RETAIL S.A.,N798 SISA ANTOFAGASTA MAIPU,Comercio,5464770,-,7.3008,7.3008,0,0,0,0,346.642,-
Antofagasta,Antofagasta,-23.65397349,-70.40356509,ANTOFAGASTA TERMINAL INTERNACIONAL S A,ANTOFAGASTA TERMINAL INTERNACIONAL,Otras actividades,5443308,185.45,428.0542366,428.0542366,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.65379966,-70.40181817,CENTRO MEDICO ANTOFAGASTA SA,CLINICA ANTOFAGASTA,Otras actividades,5462779,21.842,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65375283,-70.40100397,SOCIEDAD ODONTOLOGICA UNO DENTAL ANTOFAGASTA LIMITADA,UNO DENTAL ANTOFAGASTA,Otras actividades,5467455,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65340624,-70.40138262,ULTRAMAR AGENCIA MARITIMA LIMITADA,ULTRAMAR ANTOFAGASTA,Transporte,558412,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65295944,-70.39985829,EMPRESA PERIODISTICA EL NORTE SOCIEDAD A,EMPRESA PERIODISTICA EL NORTE SA,0,2514,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65210811,-70.39712383,RENDIC HERMANOS S A,PAMPINO,Comercio,362093,-,32.707584,32.707584,0,0,0,0,903.46,-
Antofagasta,Antofagasta,-23.652103,-70.40069229,EMPRESA NACIONAL DE TELECOMUNICACIONES S A,ENTEL R/E ANTOFAGASTA,Otras actividades,3843346,-,0,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65196429,-70.39504394,CENCOSUD RETAIL S.A.,SANTA ISABEL N797,Comercio,3363304,-,17.52192,17.52192,0,0,0,0,195.87,-
Antofagasta,Antofagasta,-23.65189185,-70.39807248,TELEFONICA CHILE S.A.,ANTOFAGASTA 2,Otras actividades,5464049,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65168714,-70.40373676,EMPRESA PORTUARIA ANTOFAGASTA,PUERTO ANTOFAGASTA,Otras actividades,5458814,-,1.5327,1.5327,0,0,0,0,0.6,-
Antofagasta,Antofagasta,-23.65166997,-70.3966388,RENDIC HERMANOS S A,SANTOS OSSA,Comercio,362092,-,2.044224,2.044224,0,0,0,0,236.185,-
Antofagasta,Antofagasta,-23.65122691,-70.39870264,CLARO INFRAESTRUCTURA 171 S.A.,HUB ANTOFAGASTA PLANTA CENTRO,Otras actividades,3292524,-,0.1362816,0.1362816,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.65122691,-70.39870264,CLARO CHILE S.A.,URIBE ANTOFAGASTAS,Otras actividades,4589923,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65093068,-70.39750347,THYSSENKRUPP INDUSTRIAL SOLUTIONS (CHILE) LIMITADA,SERVICE CENTER,Otras actividades,5465650,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65093068,-70.39750347,THYSSENKRUPP INDUSTRIAL SOLUTIONS (CHILE) LIMITADA,SERVICE CENTER,0,5465744,7.02,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.65009551,-70.39998467,AGENCIAS MARITIMAS BROOM (IQUIQUE) SA,AGENCIA ANTOFAGASTA,Transporte,5462858,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,AGUAS DE ANTOFAGASTA S A,PEAP CERRO MORENO,Suministro y tratamiento de aguas,5461582,-,1896.801379,1896.801379,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,CAUCHOS INDUSTRIALES S A,PLANTA ANTOFAGASTA,Producción química,2972,2.88,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,RENDIC HERMANOS S A,LA CHIMBA,Comercio,362088,-,32.2987392,32.2987392,0,0,0,0,752.8,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,AUTO SUMMIT CHILE S A,SUCURSAL APIAC,0,5452088,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,DIMPORT IMP Y COMERCIALIZACION DE PRODUCTOS CIA LTDA,DIMPORT IMP Y COMERCIALIZACION DE PRODUCTOS CIA LTDA,Comercio,5459648,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,CPT REMOLCADORES S.A.,PUERTO ANTOFAGASTA,Otras actividades,5460123,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,NORTERRA SOCIEDAD ANONIMA,NORTERRA SOCIEDAD ANONIMA,Otras actividades,329221,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,SIEMENS SOCIEDAD ANONIMA,NESTOR FLORES 401,Comercio,313228,3.45,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,MICHILLA COSTA SPA,MINERA MICHILLA,0,1093342,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,SODIMAC S A,BODEGA LA NEGRA,Comercio,5462598,-,13.4748432,13.4748432,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,COOP AGRICOLA Y LECHERA DE LA UNION LTDA,CENTRO DE DISTRIBUCIÓN ANTOFAGASTA,Producción de alimentos,313172,-,15.25381,15.25381,0,0,0,0,150.71,-
Antofagasta,Antofagasta,-23.64999601,-70.40000322,GLENCORE CHILE S.A.,GLENCORE CHILE SA,Extracción de minerales,5460536,0.8,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64993846,-70.40137508,CORP MUNICIPAL DE DESARROLLO SOCIAL DE A,DROGUERIA CMDS ANTOFAGASTA,Otras actividades,5468025,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64977897,-70.39603052,BANCO DE CREDITO E INVERSIONES,"BANCO NOVA, SUCURSAL ANTOFAGASTA",Otras actividades,5463591,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64931018,-70.39292767,DISTRIBUIDORA DE COMBUSTIBLES ARIZONA LIMITADA,DISTRIBUIDORA DE COMBUSTIBLES ARIZONA,Comercio,5467887,-,-,-,-,-,-,-,6.48,-
Antofagasta,Antofagasta,-23.64930928,-70.39904498,BANCO DEL ESTADO DE CHILE,SUCURSAL LATORRE,Otras actividades,103469,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64921296,-70.40071053,COMERCIAL Y SERVICIOS FRAELI LIMITADA,ESTACIÓN DE SERVICIO 10056 COPEC,Combustibles,5462024,19.65,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64918014,-70.39533793,BANCO SANTANDER CHILE,ANTOFAGASTA,Otras actividades,5403910,-,4.088448,4.088448,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64884464,-70.39649117,CENCOSUD RETAIL S.A.,X953 JHONSONS ANTOFAGASTA Y EXPO,Comercio,5465533,-,13.62816,13.62816,0,0,0,0,0.18,-
Antofagasta,Antofagasta,-23.64877196,-70.39653941,MULTITIENDAS CORONA S A,TIENDA ANTOFAGASTA,0,11879,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64856613,-70.39633136,HIPERMERCADOS TOTTUS SA,TOTTUS ANTOFAGASTA CONDELL,Comercio,57222,-,0.32448,0.32448,0,0,0,0,1584.87,-
Antofagasta,Antofagasta,-23.64819786,-70.39711171,RIPLEY STORE SPA,RIPLEY ANTOFAGASTA,Comercio,5327155,-,26.234208,26.234208,0,0,0,0,240.48,-
Antofagasta,Antofagasta,-23.64806755,-70.39754167,ENERNOR MINERIA Y SERVICIO S.P.A.,ENERNOR SPA,0,5472444,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64783677,-70.40209774,AGUAS DE ANTOFAGASTA S A,PEAS URIBE,Gestor de residuos,5461567,-,2.7597024,2.7597024,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64759235,-70.39916397,RENTAS Y SERVICIOS S.A.,TALLER AVIS BUDGET ANTOFAGASTA,Transporte,5466609,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64754176,-70.39676163,COMERCIALIZADORA S A,COMERCIALIZADORA SA,Comercio,369847,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64753328,-70.39770265,EMPRESAS LA POLAR S.A.,TIENDA LA POLAR ANTOFAGASTA,Comercio,5460273,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64748965,-70.39853547,BANCO DE CHILE,BANCO DE CHILE ANTOFAGASTA SAN MARTIN,Otras actividades,102852,-,3.8158848,3.8158848,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64745289,-70.39760377,SERVICIOS INTEGRALES A LA MINERIA SPA,SERVICIOS INTEGRALES A LA MINERIA SPA,Otras actividades,5457972,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64721662,-70.40176763,HIPERMERCADOS TOTTUS SA,TOTTUS ANTOFAGASTA BALMACEDA,Comercio,5402234,-,3.89376,3.89376,0,0,0,0,1768.24,-
Antofagasta,Antofagasta,-23.64715084,-70.39805151,BANCO DEL ESTADO DE CHILE,SUCURSAL ANTOFAGASTA PRAT,Otras actividades,2419850,-,0.97344,0.97344,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64713304,-70.39802191,BANCO SANTANDER CHILE,ANTOFAGASTA PLAZA,Otras actividades,5403919,-,24.01554355,24.01554355,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64690968,-70.39775485,BANCO SANTANDER CHILE,ANTOFAGASTA,Otras actividades,103860,-,5.221765786,5.221765786,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64679584,-70.39836144,BANCO DE CHILE,BANCO DE CHILE ANTOFAGASTA,Otras actividades,4586576,-,5.451264,5.451264,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64669873,-70.4011151,KITTY CUEVA ARIAS Y COMPANIA LIMITADA,F 52 BALMACEDA,Otras actividades,5460292,-,0,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64667146,-70.40113442,CENCOSUD RETAIL S.A.,PARIS ANTOFAGASTA,Comercio,5402497,-,34.0704,34.0704,0,0,0,0,316.28,-
Antofagasta,Antofagasta,-23.64667146,-70.40113442,FALABELLA RETAIL S.A.,FALABELLA ANTOFAGASTA,Comercio,372124,0.479,43.23874464,43.23874464,0,0,0,0,337.2,-
Antofagasta,Antofagasta,-23.64664402,-70.39917349,SERVICIO DE VIVIENDA Y URBANIZACION II REGION,EDIFICIO INSTITUCIONAL MINVU SERVIU,Otras actividades,5468601,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64655046,-70.39552571,SERVICIO DE SALUD ANTOFAGASTA DIRECCION,DIRECCION SERVICIO DE SALUD ANTOFAGASTA,Otras actividades,5277,0.029,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64653305,-70.39042786,VEHICULOS DE RENTA LIMITADA,FIRST RENT A CAR,Otras actividades,5458387,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64650229,-70.40086793,AGENCIAS UNIVERSALES S A,AGUNSA AGENCIA ANTOFAGASTA,Otras actividades,5458398,3.2,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64648396,-70.40089714,SODIMAC S A,HOMECENTER ANTOFAGASTA,Comercio,4586445,0.27,21.7709856,21.7709856,0,0,0,0,422.4,-
Antofagasta,Antofagasta,-23.64606017,-70.40082401,MATRIZ IDEAS S A,ANTOFAGASTA,0,5471497,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64606017,-70.40082401,INMOBILIARIA PUERTO NUEVO ANTOFAGASTA S.A.,INMOBILIARIA PUERTO NUEVO ANTOFAGASTA,0,5471795,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64606017,-70.40082401,KC NORTE GRANDE SPA,KC NORTE,0,5471985,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64605105,-70.40083372,HOTEL ANTOFAGASTA S A,HOTEL PANAMERICANA ANTOFAGASTA,Otras actividades,6006,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64605105,-70.40083372,ADMINISTRADORA DE RESTAURANTES FASTCOM S A,PIZZA HUT ANTOFAGASTA,Otras actividades,5468492,-,-,-,-,-,-,-,0.513,-
Antofagasta,Antofagasta,-23.64605105,-70.40083372,ADMINISTRADORA DE RESTAURANTES E INV PARAUCO S.A.,FRIDAYS ANTOFAGASTA,Otras actividades,5467344,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64572916,-70.39947746,PAVIMENTOS CROAL Y COMPANIA LIMITADA,PAVIMENTOS CROAL,Otras actividades,5465596,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64567018,-70.39800636,BANCO DE CREDITO E INVERSIONES,"BANCO DE CRÉDITO E INVERSIONES, SUCURSAL  ANTOFAGASTA",Otras actividades,5463588,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64557981,-70.40101496,INMOBILIARIA PUERTO NUEVO ANTOFAGASTA S.A.,EDIFICIO SINGULAR,0,5472990,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.6455301,-70.3965148,LEON ANTOFAGASTA S.A.,LEON ANTOFAGASTA SA,Otras actividades,5467515,2.465,-,-,-,-,-,-,15.468,-
Antofagasta,Antofagasta,-23.64538937,-70.39810141,MEGASALUD SPA,CENTRO MEDICO Y DENTAL MEGASALUD ANTOFAGASTA,Otras actividades,101052,0.093,2.4336,2.4336,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.64512353,-70.39953964,CLINICA REGIONAL LA PORTADA DE ANTOFAGASTA SPA,CLINICA PORTADA,Otras actividades,6055,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64444688,-70.39445447,CONTRALORIA GENERAL DE LA REPUBLICA,CONTRALORIA REGIONAL DE ANTOFAGASTA,Otras actividades,5467571,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64430764,-70.39286491,ADMINISTRADORA DE VENTAS AL DETALLE LIMITADA,ANTOFAGASTA,0,5471304,-,-,-,-,-,-,-,-,-
Antofagasta,San Pedro Atacama,-23.64430719,-68.32281792,ROCKWOOD LITIO LIMITADA,PLANTA SALAR DE ATACAMA,Extracción de minerales,5086,145.27,64307.00291,64307.00291,0,0,0,0,97.36,-
Antofagasta,Antofagasta,-23.64429222,-70.3975898,FERROCARRIL DE ANTOFAGASTA A BOLIVIA,PATIO ANTOFAGASTA,Otras actividades,5459408,-,0,-,-,-,-,-,731.23,-
Antofagasta,Antofagasta,-23.64427249,-70.3927567,CREATIVE INGENIERIA Y SERVICIOS LIMITADA,CREATIVE INGENIERIA Y SERVICIOS LTDA,Comercio,5467574,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64325567,-70.39335372,MECANICA AUTOMOTRIZ G I LIMITADA,AV ARGENTINA 3289,Otras actividades,5462547,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.64278756,-70.39720131,PLAZA ANTOFAGASTA S A,MALL PLAZA ANTOFAGASTA,Construcción e inmobiliarias,322847,-,29.4368256,29.4368256,0,0,0,0,2512.65,-
Antofagasta,Antofagasta,-23.63963183,-70.39663846,TELEFONICA CHILE S.A.,BAQUEDANO,Otras actividades,5464059,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.63908744,-70.39591709,MUELLE MELBOURNE & CLARK S.A.,INSTALACIONES DE FAENAS EN OBRA RESTAURACIÓN MUELLE SALITRERO MELBOURNE Y CLARK,Construcción e inmobiliarias,5458030,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.63861941,-70.39674535,SOC QUIMICA Y MINERA DE CHILE S A,FAENA OFICINAS ANTOFAGASTA,Otras actividades,84722,-,23.84928,23.84928,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.63808469,-70.39695533,AGUAS DE ANTOFAGASTA S A,PEAS ZENTENO,Gestor de residuos,5461569,-,19.6245504,19.6245504,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.63803216,-70.39576866,I MUNICIPALIDAD DE ANTOFAGASTA,ILUSTRE MUNICIPALIDAD DE ANTOFAGASTA,0,325219,-,-,-,-,-,-,-,138414.892,-
Antofagasta,Antofagasta,-23.63801863,-70.39626845,ADMINISTRADORA DE SUPERMERCADOS HIPER LIMITADA,HIPER ANTOFAGASTA,Comercio,5441065,-,2776.634496,2776.634496,0,0,0,0,1319.821,-
Antofagasta,Antofagasta,-23.63801863,-70.39626845,SERMOB S A,SHOPPING ANTOFAGASTA,Comercio,5873,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.63784435,-70.38650326,TELEFONICA CHILE S.A.,ANTOFAGASTA CENTRO,Otras actividades,5464054,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.63664786,-70.3910292,LOGISTICA LINSA SOCIEDAD ANONIMA,LOGISTICA LINSA SA,Otras actividades,98982,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.63645713,-70.38913531,MARCE INGENIERIA LIMITADA,MARCE INGENIERÍA  LTDA,Otras actividades,5459310,67.18,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.63613298,-70.26112942,SEMBCORP-AGUAS DEL NORTE S.A.,PLANTA SQM SEMBCORP,0,5472608,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.63528663,-70.38470209,ABP SPA,ABP SPA,0,5471621,-,-,-,-,-,-,-,-,-
